,qn_num,pg_num,pdf_name,text,img_path
11,11,8,images/2018-rosyth-p6-science/pg_8_2018-rosyth-p6-science.jpg,"Which of the following represents the life cycle of organisms J, K and L?
Coos K
(1) [Butterfly | Cockroach [Chicken
(2) [Frog | Butterfly ‘| Cockroach |
(3) [Chicken [Butterfly | Mealworm Beetle |
(4) [Frog | Cockroach [Chicken",TempImages/14.jpg;TempImages/13.jpg
12,12,9,images/2018-rosyth-p6-science/pg_9_2018-rosyth-p6-science.jpg,"~ oo ae Rosyth SchooPreliminary Examination/ Science/P6/201
43 = Meng Li placed a plant in the dark for 48 hours and then partially covered one
of the leaves with black paper. After doing so, he placed the plant under the
sun for another 5 hours as shown below.He tested the leaf for starch by using fodine solution and observed the leat as
shown below.A: Air is needed for photosynthesis.
| B: Sunlight is needed for photosynthesis.
_C: Chlorophyll is needed for photosynthesis 7_. (1) A only
, (2) B only
(3) B and C only
(4) A, Band C",;TempImages/16.jpg;TempImages/15.jpg
13,13,10,images/2018-rosyth-p6-science/pg_10_2018-rosyth-p6-science.jpg,"pupa e PR eggA beaker containing a piece of uncooked meat was left in a room for a week.
After a week, maggots were observed on the meat as shown below.Which set-up should Edina use?
(1) (2)
cooked meat(4) :
(3) :
sealed cover
uncooked meat
cooked meat_",TempImages/20.jpg;TempImages/19.jpg;TempImages/18.jpg;TempImages/17.jpg
14,14,11,images/2018-rosyth-p6-science/pg_11_2018-rosyth-p6-science.jpg,,TempImages/24.jpg;TempImages/23.jpg
15,15,11,images/2018-rosyth-p6-science/pg_11_2018-rosyth-p6-science.jpg,"16 Bob placed an iron toy car on a board made from three different materials, X,
Y and Z, which were glued together. He used a magnet to move the car from
point A to point D. However, the car came to a stop at point C.VVhat could materials X, ¥ and Z be made of?",;TempImages/22.jpg;TempImages/21.jpg
16,16,13,images/2018-rosyth-p6-science/pg_13_2018-rosyth-p6-science.jpg,"Which one of the following diagrams shows the correct position of the mirror that
will allow Roy to see the ball in the gutter?af (2)
en mirror {
. mirror
4
Z . zZ
| - pole pole(3) . (4)
Z : mirror
Zz r
mirror Zz
pole : pole",TempImages/25.jpg;TempImages/27.jpg
17,17,13,images/2018-rosyth-p6-science/pg_13_2018-rosyth-p6-science.jpg,"Martin wanted the shadow formed to be as shown below.Which one of the following changes should he do before he aligns the objects in
a straight line?(1) Move object A nearer to the torcn

(2) Move object A nearer to the screen .
(3) Move object B nearer to the screen

(4) Move objects A and B nearer to the torch",TempImages/28.jpg;TempImages/26.jpg
18,18,14,images/2018-rosyth-p6-science/pg_14_2018-rosyth-p6-science.jpg,"Which one of the following shows what happens to the volume and mass of
air in the metal container when the plunger is pushed ail the way in?Mass of air in the meta!
container container
(1) [increases ——s—SCSC=C Increases
(2)
. (4) Lincreases : decreases",TempImages/30.jpg;TempImages/29.jpg
19,19,15,images/2018-rosyth-p6-science/pg_15_2018-rosyth-p6-science.jpg,"SO nee RSA SCHOOUP EliMniitiTY ExAInination/ SclenceyPE/2078
: 20 Ravi has three objects, A, B and C. He puts object A into a measuring cylinder
containing some water. Then he puts object B and then followed by object C.
The diagram below shows how the water level changes after each object is

placed in. :Using only information from the diagram above, Ravi will be able fo find the
volume of object(s) : :(1) C only

| (2) A only
(3) B and C only
(4) A, B and C",;TempImages/31.jpg
20,20,16,images/2018-rosyth-p6-science/pg_16_2018-rosyth-p6-science.jpg,"In which one of the following arrangements will the drop of red ink move the
firthest from flask Z in the shortest time?- ""| Y is placed in : Zis placed in",TempImages/34.jpg;TempImages/33.jpg;TempImages/32.jpg
21,21,17,images/2018-rosyth-p6-science/pg_17_2018-rosyth-p6-science.jpg,"What should Sue do in order to allow the water in the test-tube to take a shorter
time to evaporate?(1) Remove all fans at the location

(2) Put an ice cube into the test-tube of water

(3) Seal the mouth of the test-tube with plasticine
(4) Transfer all the water from the test-tube to a tray",TempImages/36.jpg
22,22,17,images/2018-rosyth-p6-science/pg_17_2018-rosyth-p6-science.jpg,"23 Minnie opened the freezer door and observed white ‘clouds escaping from the
freezer.(1) The ‘clouds’ seen is steam formed during the process of condensation.

(2) Water droplets from in the refrigerator evaporated to form the ‘clouds’.

(3) Water vapour from the cold air lost heat to the warmer surrounding air and
condensed to form the ‘clouds’.

(4) Warmer water vapour from surrounding air lost heat to the cold air and
condensed to form the ‘ciouds’.",;TempImages/35.jpg
23,23,18,images/2018-rosyth-p6-science/pg_18_2018-rosyth-p6-science.jpg,"What is the least number of switches that must be closed to light up bulbs A
and C?",TempImages/39.jpg;TempImages/38.jpg
24,24,18,images/2018-rosyth-p6-science/pg_18_2018-rosyth-p6-science.jpg,"25 The circuit diagram below shows how the various components are connected
together.Which one of the following observations is correct?(1) When only S1 and S2 were closed, bulb W was iit.

(2) When only S1 was closed, all the bulbs were lit.

(3) When only S3 was closed, bulbs X, ¥ and Z were lit.

(4) When only S2 and S3 were closed, none of the bulbs lit up.",;TempImages/37.jpg
25,25,19,images/2018-rosyth-p6-science/pg_19_2018-rosyth-p6-science.jpg,"Which one of the following statements is true about the amount of
gravitational potential energy the cubes possess?

(1) A is equal to B :

(2) A is greater than B

(3) C is greater than D .

(4) All the cubes have the same amount",TempImages/42.jpg;TempImages/41.jpg
26,26,20,images/2018-rosyth-p6-science/pg_20_2018-rosyth-p6-science.jpg,"him downwards him upwards
(1) | Elastic Spring Force
(2) Gravitational Force
(3) Elastic Spring Force
(4) Gravitational Force",TempImages/40.jpg;TempImages/48.jpg
27,27,22,images/2018-rosyth-p6-science/pg_22_2018-rosyth-p6-science.jpg,"Fach string was cut 1 cm above each ball. The balls landed in a container of
flour placed directly below. Four dents of different depths were created in the
flour by the four balls.Which one of the following diagrams shows correctly the four dents in the flour
made by the four balls respectively?End of Bookiet ARosyth School/Pretiminary Examination/ Science/P6/2018",TempImages/49.jpg;TempImages/47.jpg;TempImages/46.jpg;TempImages/45.jpg;TempImages/44.jpg;TempImages/43.jpg;TempImages/54.jpg;TempImages/53.jpg;TempImages/52.jpg;TempImages/51.jpg;TempImages/50.jpg;TempImages/56.jpg
28,28,22,images/2018-rosyth-p6-science/pg_22_2018-rosyth-p6-science.jpg,"29 A group of scientists studied the mass of similar type of dead leaves at two
places M and N. Process A took place and the mass of leaves decreased over
a period of five weeks. The results are as shown below.(a} Name the process A.(b) Explain how a physical factor in the environment has caused a difference in the
decrease of mass of the dead leaves in the two places M and N. [2](c) Other than process A, evaporation could also cause the decrease in the mass
of dead leaves. Explain why. (1)",;TempImages/55.jpg
29,29,25,images/2018-rosyth-p6-science/pg_25_2018-rosyth-p6-science.jpg,"30 David read about an animal P In Als BOOK.(a) Animal P is a mammal. State a physical characteristic that helped fo classify it
as amammal. {1]Animal P lives near a river. The young of animal P are born in a burrow under
the ground as shown below.Animal P spends most of its time in water. If usualy keeps Its feet above
water as shown below. David predicted that this behaviour is to keep itself
warm in a very cold water.Rosyth School/Preliminary Examination/ Science/P6/2018To prove his prediction, David conducted an experiment using set-ups A and

- B as shown below. A and B are double glass beakers, A filled with air in-
between while B is filled with water. Both beakers filled with hot water at 80°C
as shown below.David measured the temperatures of the hot water in the beakers at different
times and plotted his results in the graph stfown.(c) Based on the graph, what is the relationship between the temperature of hot
water and time? 11]a
(d) Using the results, explain how animal P keeps itself warm by putting its feet
above water [1]",;TempImages/59.jpg;TempImages/58.jpg;TempImages/57.jpg;TempImages/61.jpg;TempImages/60.jpg;TempImages/64.jpg
30,30,25,images/2018-rosyth-p6-science/pg_25_2018-rosyth-p6-science.jpg,"(a) Devi noticed that flowers of plant X were above the water.
How does this characteristic help plant X in its reproduction? {1]oe
(b) Complete the boxes below to state the other part and process involved for
flowers of plant X to become fruits. [2]",TempImages/65.jpg;TempImages/63.jpg;TempImages/62.jpg
31,31,27,images/2018-rosyth-p6-science/pg_27_2018-rosyth-p6-science.jpg,"32 Wen Hui wanted to find out if oxygen is released by a water plant during
photosynthesis. He set up an experiment as shown in the diagram below in a lit
room. .Cylinder A Cylinder BLiquid Y is used as an indicator of oxygen. It tums from blue to red when the
amount of oxygen increases. The indicator was blue at the start of the
experiment. °(a) | Why was the experiment conducted in a fit room?(b). Wen Hui's friend said that Cylinder B was not needed for his experiment
Do you agree with his friend? Explain why. {1]",;TempImages/66.jpg;TempImages/68.jpg
32,32,28,images/2018-rosyth-p6-science/pg_28_2018-rosyth-p6-science.jpg,"33 Rina measured ihe amount of undigested food in each part of a human
digestive system just before it entered the next part. She wanted to show the ,
comparison of undigested food between the mouth and gullet using a
graph.She drew two graphs, X and Y, as shown below.(a) Which graph X or Y represents the comparison between the mouth and gullet
correctly? Give a reason. {t](b) Besides the mouth and small infestine, which other part of the human
digestive system produces digestive juice? [1]Guestion 33 is continued on page &Rosyth School/Preliminary Examination/ Science/P6/2018Adult female insect M is always filled with fertilised eggs. The eggs are not digestible.

(c) Using the information above, describe what would happen to the insect and
the eggs in the bird’s digestive system starting from the small intestine. The
digestive system in the bird is similar in function to the human digestive
system. {2](d) How does Insect M benefit from this relationship?",;TempImages/67.jpg;TempImages/70.jpg;TempImages/69.jpg
33,33,29,images/2018-rosyth-p6-science/pg_29_2018-rosyth-p6-science.jpg,"Study the food chain In a nabitat.Animal S lives in the same habitat as the fish. A manne scientist found micro-
plastics in the stomach of animal S.(b) State a possible relationship between the fish R and animal 5 in the above
_ food chain. [1]",TempImages/72.jpg;TempImages/71.jpg
34,34,32,images/2018-rosyth-p6-science/pg_32_2018-rosyth-p6-science.jpg,"Ahmad conducted an experiment with four different materials, A, B, C and D. He

, used a light sensor to determine the amount of light that was reflected by the
materials from the fight source at various distance. He recorded the results in the
graph below. :: Rosyth School/Preliminary Exarnination/ Science/P6/2018
(a) Using the results, which material is most suitable for making the reflective
studs? Explain why. [2](6) Draw the pathway of light using arrows (——+) to show how light travels to
enable driver of a car to see the lit reflective stud on the road in the diagram
below. - f1]Rosyth School/Preliminary Examination/ Science/P6/2018",TempImages/75.jpg;TempImages/73.jpg;TempImages/74.jpg;TempImages/76.jpg
35,35,33,images/2018-rosyth-p6-science/pg_33_2018-rosyth-p6-science.jpg,"In her experiment, she used two similar frozen meat blocks and two similar
trays of Material A. Material A is a good conductor of heat. She left both set-
ups by the window and recorded the time taken for each frozen meat block to
defrost completely. .(a) Which two set-ups, J and K or L and M should Jane use to carry out a fair
experiment? {1](b) Explain your choice in (a).(c) Suggest a material that can be used to cover the exposed surface areas of
frozen meat blocks in sef-ups L and M. {1](d) Jane then carried out another experiment to determine how well heat is
conducted through tray materials A and B. She obtained the results as shown
* in the table below. :. Time taken for ice block
Material of tray to melt completely / minBased on the results shown above, what conclusion can Jane make about now
materials A and B conduct heat? (1]",TempImages/79.jpg;TempImages/78.jpg;TempImages/77.jpg
36,36,34,images/2018-rosyth-p6-science/pg_34_2018-rosyth-p6-science.jpg,". Rosyth School/Preliminary Examination Science/P6/2018
37 A beaker of solid substance W was heated on a stove till it melted at B.
- Heating continued for some time and then it was removed from the stove to
. cool on a table. The graph below shows the change of temperature of
substance W over the period of time. ,Based on the information above, put a tick (¥) in the correct box for each
statement. : [4]Not
possible
True to tell
(a) From points B to C, substance W

is gaining heat. .
(b) | At D, substance W reaches its

boiling point.
(c) | Substance W takes the shape of

the beaker from points D to E.
(d) | From points E to F, substance Ww

loses heat and freezes.",;TempImages/80.jpg
37,37,36,images/2018-rosyth-p6-science/pg_36_2018-rosyth-p6-science.jpg,"xX ¥ Rod that connects | Did the bulb light

X and Y up? .
[A SCOd yes
[8 no sd
(a)
== |b [ yesIn another experiment, the same four rods A, B, C and D were piaced at
different positions S1, S2, S3 and S4 in the following circuit.(f)
=}
S2 9 31
a - |p B2 |
$3
. S4 6 (a)
[= +}
B3
(b) Complete the following table. Put a tick (” ) in the box to show that the bulb Iit
up. {1]Rosyth School/Preliminary Examination/ Science/P6/2015",TempImages/82.jpg;TempImages/81.jpg
38,38,36,images/2018-rosyth-p6-science/pg_36_2018-rosyth-p6-science.jpg,"Rosyth School/Pretiminary Examination! Science/P6/2018
39 The diagram below shows a water turbine found in a hydroelectric power
station. When the tap is turned on, water flows down from the water pipe and
, gushes out through the nozzle. The gushing water in turn causes the blades of
the turbine to spin which then generates electricity in the generator.E\ |
, Cy, — water pipe
Woes turbine.
CA () iS \) biade direction
, of wat
OO KN qe “
smee
P CPs rH eA) td
am = Tg tt i)
pe Cs SC mC i tp
Z t= to generator SUAS ESS (hit
, nozzle
x
(a) State the useful energy changes that take place in the set-up above to generate
electrical energy. (1}(b) Draw the graph to show the relationship between the speed of water (unitimin)
that passes through the pipe and the rate of spinning turbine (unit/min). (1",;TempImages/84.jpg;TempImages/83.jpg
39,39,41,images/2018-rosyth-p6-science/pg_41_2018-rosyth-p6-science.jpg,"The floating dining table consists of a magnet plate on the floor and a special
base X. Base X must be present in order for the table top to float.(a)  ldentity what base X Is.It is not recommended to place items with a total mass of greater than 150kg
on the table top as it will not be able to float.(c) Why does the dining table not float when the mass piaced on if Is greater than
150 kg? (1)(d) Suggest a way that would allow the table top to float while holding items with a
mass greater than 150kg. :ead of Booklet &ANSWER KEYYEAR 120176

LEVEL : PRIMARY 6

SCHOOL : ROSYTH SCHOOL

SUBJECT : SCIENCE

TERM :- PRELIMINARY EXAMINATIONBOOKLET ABOOKLE! BQ29a) DecompositionQ29c) Ihe dead leaves contain water that contributes to overall mass. Ihe water In the
leaves can gain heat from the surroundings and then evaporate, causing the leaves to
lose the water, and the mass of it.Q30a) It has natr.Q30d) The temperature of hot water in set-up B was cooler than that of set-up A at the
end of the experiment. This shows that water is a better conductor of heat than air. So by
putting its feet about water, it will lose heat to the water at a slower rate, allowing P to
keep itself warm.Q31a) The flowers will be more visible to animal pollinators if above water, allowing
pollination to occur more frequently.Q316) Ovule, Fertilisation.Qsitc) To help disperse the seeds.Q32b) No. Cylinder B is a control set-up that will confirm that the only variable affecting
the colour of the liquid Y is the occurrence of photosynthesis.Q33a) Y. It shows that the percentage of undigested food that left the mouth and gullet
remained the same. Digestion does not occur in the gullet, hence Y is correct.Q33b) stomacn.Qs53c) The insect will be digested and broken down Into simpler substances and then
absorbed by the small intestines into the bloodstream.The eggs will be passed Into the large Intestines and then passed out along with
the bird droppings as they are not digestible.Q53d) Migration helps to disperse the eggs fo further places, ensuring more space
covered. This gives the eggs more food to survive.Q35a) Material C. Material C showed it reflected the most amount of light from the
furthest distance. This is ideal because it means that drivers can notice the reflected
lights from far away and this will ensure better road safety.Q36a) Set-ups L and MQ36b) By choosing both set-ups, the only variable affecting the result is the surface area
of the block in contact with A. The exposed surface areas are covered with a poor
conductor of heat to ensure most heat gain is largely due to the surface area in contact
with A. This perfectly represents the objective.Q36c) RubberQ38b) Bulbs B2 and B3Q40a) MagnetQ40b) Base X is a magnet with its like poles facing the magnet. Since like poles repel,
base X was repelled by the magnet plate, and the magnetic force is stronger than the
gravitational pull, allowing the table to float.Q40c) When 150kg is added to the table, the magnetic force is unable to overcome the
gravitational pull as the gravitational force has increased due to additional mass.",TempImages/86.jpg;TempImages/85.jpg;TempImages/87.jpg;TempImages/89.jpg;TempImages/88.jpg;TempImages/90.jpg
