,qn_num,pg_num,pdf_name,text,img_path
11,11,11,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_11_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"1, otuoy ine Tood web below.i the whole population of organism Fr iS killed by a disease, which of the
following population will likely decrease in number first?",;TempImages/21.jpg
12,12,12,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_12_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"17. Jamal wanted to find out ine suitable tiving Conditions for organisms X, Y and 2. In
‘his container, there are four equal areas, P, Q, R and S, with different conditions
as shown below.ihe Same number of orgamisms, A, Y and Z, were placed inthe dish in the centre
of the container at the beginning of the experiment. At the end of the experiment,
the total number of organisms in each area was counted and recorded in a bar
chart below.A: Only organism Y can be found in the leaf litter habitat.

B: Organism Z prefers an environment that is bright and wet.-

C: Both organisms X and Y survive best in an environment that is damp and
dark.(3) A and B only
(2) Aand C only
(3) Band C only
(45 A, BandCc",;TempImages/23.jpg;TempImages/22.jpg
13,13,13,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_13_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"12. . Study the two graphs below. They show the amount of carbon dioxide present in
the air in two towns, X and Y, over a period of time.rrom the graphs, we can infer tnatA: fhe air in town Y's less pollutec than town X afler year 10.

B: There could be a decrease in the number of factories in town Y in the first
10 years.

C: There could be deforestation.in town Y in the first 10 years.

D: The number of cars in town Y could have increased in the first 10 years.(1) AanNd S ony
(2) Cand Donly
(3) A, Band C only
(4) B,C and D only",;TempImages/24.jpg
14,14,14,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_14_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,": 13. May wanted to find out how the different time of the day affects the amount
of carbon dioxide produced by a plant. She placed a potted plant in a
sealed transparent container and placed it in an open field from morning till
night. Which of the following graphs most likely shows the result of her
experiment?",;TempImages/28.jpg;TempImages/27.jpg;TempImages/26.jpg;TempImages/25.jpg
15,15,16,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_16_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"14. Alice removed an outer ring of a stem from a potted plant as shown below.
As a result, the tubes carrying food and water were removed. She covered
leaf X partially with black paper on both sides. She watered the plant
regularly and placed it under the sun.VVnich part(s) of the leaf would the iodine soiution remains yellowish
brown?(ij A Only

(2) Bonly

(3) AandC only
(4) A, Bandc15. Siew Lee has four diferent matenals, A, 3, C and D, that have been cut to the
° game size and shape. They have a mass of 2g each at the start of the
experiment.container with waterShe dipped material A in the container of water for 10 minutes and meabured
its mass after that. She repeated the experiment with materials B, C and D and
recorded her observations in the table shown below.",;TempImages/30.jpg;TempImages/29.jpg;TempImages/32.jpg;TempImages/31.jpg
16,16,17,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_17_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"¥vnicn of tne following correctly explains why Mr Tan had to. use more force to
pull box A?(1) Bex A has more volume thdn box B.

(2) Bricks are heavier than cotton wool.

(3) The base of box A is rougher than box B.

(4) The cotton wool has air spaces while the bricks do not.",TempImages/34.jpg
17,17,17,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_17_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"substanceW | __—- substance X
pga iquid solid
(2) gas cgas- | tiguid
(3) ° solid tiguid gas
(4) liquid [sod St—i‘(‘cL:Ot*é‘ésS(nwG@“:=COWWWOUOUCdC~«S;",TempImages/33.jpg
18,18,18,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_18_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"At the end of ten minutes, water dropiets couia be seen on ine containers as
shown above.",TempImages/35.jpg
19,19,19,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_19_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"Danny <> Only metais are conductor of electricity.

Fiaine : We should handle electrical appliances only with dry hands.

Frank =: Aclosed electrical circuit must comprise a bulb, wires and a
switch.(1) Elaine only
(2) Frank only
(3) Danny and Elaine only
(4) Danny and Frank only4U. James Made a Circull Cara as Snown in gure 1. Me connected an erectnical
circuit as shown in figure 2 to figure 1.(i) A omy
(2) Bonly
(3) AandC only
(4) Aand D only",;TempImages/39.jpg;TempImages/38.jpg;TempImages/37.jpg;TempImages/36.jpg
20,20,20,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_20_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,". ! Si ' $2 | SB +: Observation

(4); open! closed | closed | Only the bell will ring.

_{(2) | open = open | closed Only bulb B1 Jit up.and the bell rang. |

_(3) | closed | closed open | Only bulbs B1 and B2 lit up. :
a | closed = open open | one bulb B1 Hit up. :",TempImages/40.jpg
21,21,21,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_21_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"22. The diagram below shows a conveyor belt which separates two different types
of beads. A and B.EH ads
ms beads“| wheel Y = ;_ material used to make
| | beads A beads B
{_(4) | _ magnet copper
aluminium steel
__(3) | plastic
i (4) | plastic",;TempImages/41.jpg
22,22,22,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_22_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"23, Rashid hung four balls, A, B, C and D, which are made of different materials. All
four balls were released from the holder at the same time and the depressions
made in a basin of soft dough were measured.which of the following shows fhe correct arrangernent of the balls from the
lightest to the heaviest?(1) OU, C,A, &
2) BACD
(3) C,A,B,D
(4) ABDC",;TempImages/43.jpg;TempImages/42.jpg
23,23,23,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_23_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"24. Ali conducted an experiment to find out how the size of the sail affects the
distance moved by the sailboat. The table below shows the size of the sails
used. The same amount of wind was present for ail the experiments.",;TempImages/46.jpg;TempImages/45.jpg;TempImages/44.jpg
24,24,24,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_24_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"After changing the set-up, Caleb noticed that ine buzzer didi not sound when
the switch was closed. What change(s) did he make?",TempImages/47.jpg
25,25,24,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_24_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"A: Add one more batiery without changing the rest of the set-up.

B: Coil more turns of wire around the iron rod without changing the rest of
the set-up.

C: Change the steel thumbtack to a copper thumbtack. -(1) Gony

(2) Aand B only

(3) Band only
(4) A, Bandc",
26,26,25,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_25_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"26. Ravi plays Dasketbali during his tree time ang he. observed the height the bail
bounces back each time after it hits the ground.Stuay the touowing siatements.",;TempImages/48.jpg
27,27,25,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_25_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"A: there is more gravitational! torce acting on Whe ball at position X than at
position Y.",
28,28,25,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_25_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"B: 8 86fne amouni of gravitational potential energy on ine pail is the same al
both positions X and Y.C: From position X to -Y, the gravitational “potential energy of the ball
decreases but the kinetic energy increases.D>: From position X to Y, the gravitational potential energy of the ball
increases but kinetic energy decreases.(t} Aonmy

(2) Conly

(3) Band Donly
(4) A, Band only",
29,29,26,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_26_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"Which of the following shows the correct main energy conversion from parts W
to part 27? .",TempImages/51.jpg;TempImages/50.jpg;TempImages/49.jpg
30,30,31,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_31_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"23. OGnery! placed five similar ice cubes into three different bags as shown below.
The bags were made of the same material but with different thickness.Ail the bags were piaced at the same tocation. A tew of her classmates made
the following statements:Queny : For all the ice in bag B and bag C to complete melting at the same
time, bag C will need more heat than bag B.rose : since they are placed al the same location, the ice tn all three bags
will melt completely at the same time.(i} Paul ony

(2) Rose only

(3) Paul and Queny only
(4) Queny and Rose onlyPANEL) OF SEC PION A€)) White a suitable heading for group X. (1m)- (b) The animais produce waste in the form of droppings. State the process that
breaks down the droppings into simpler substances that is useful for plants
to grow better. (tm)(Cc) Based on your answer in (b}, stale now the sSimpier substances heip the
plants to grow better. (1m)(cd) if group X contains only mushroom and fiould, what is. a suitable heading
for this new group? (im)",;TempImages/52.jpg;TempImages/53.jpg;TempImages/56.jpg;TempImages/55.jpg;TempImages/54.jpg
31,31,32,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_32_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"30. ‘Simply Fresh’ is a soluble substance that helps to keep flowers fresh for a
longer time. Mrs Tan wanted to investigate if this is true. She used two
similar vases, X and Y, for her experiment.The tems in vase A are shown m tne table below. she also.created a contro!
set-up using vase Y..o} state one other important vanabie Mrs }an must keep the same during the
experiment to ensure a fair test. (1m)",;TempImages/58.jpg;TempImages/57.jpg
32,32,33,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_33_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"31. Muthu learmed in scnool that there are more stomata found on ine lower
surface of leaves. He then set up an experiment using four similar potted
plants, A, B, C and D, as shown below. He applied oil on different parts. of
their leaves. All four plants were placed side-by-side under light and watered
with equal amounts of water daily.(a} Arrange the orcer in which the plants above would die, starting with the pliant
that takes the shortest time to the one that takes the longest time. (1m)(D} Muthu took another plant and tied a clear plastic bag around # as shown °
below. He did not apply any oil to the leaves. The plant was provided with
sufficient light and water.£43) Whrat was substance 2? (4m)",;TempImages/62.jpg;TempImages/61.jpg;TempImages/60.jpg;TempImages/59.jpg
33,33,34,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_34_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"32. Study the tood weno snown.(a) Based on the food web, fill in the table below with the appropnaie ietters, 5,
C, D. E, F and G. Do not use letter A. (2m)(i) Organism 11s a plant ano animai eater.

(ii) | When the population of organism H increases, the population of
organism B decreases.

(ii) When the population of organism H. decreases, the population of
organism A increases. —",;TempImages/64.jpg;TempImages/63.jpg
34,34,35,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_35_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"33. The tabie below shows how some. animals adapt to survive in their
habitais.(a) Based on the iniormation above, Classny ine animais given using the How
chart below. Write letters, A, B, C and D in the correct boxes, using each
letter once. (2m)",;TempImages/66.jpg;TempImages/65.jpg
35,35,36,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_36_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"33. Man causes most pollution. Deforestation can cause not only air pollution but
aisé water pollution. When trees in the forest are cut down, the soil is blown
into the air or washed into the river easily.(b> 8=6{4) Explain how trees in a forest neip to preveni son irom being wasnec
away. (tm)"" {uN} When a Jot of loose soll.is washed into a river, the water becomes dark
and murky. The underwater plants do not grow well. Explain why. (2m)",;TempImages/68.jpg;TempImages/67.jpg
36,36,37,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_37_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"34. Natasha wanted to find out if the rate of pnotosynthesis of elodea wouid be
affected by the intensity of light. She put the same type of plant into three giass
containers and placed each of them at different distances from three similar
table lamps in a dark room for an hour.| Glass | Glass | Glass |

| container Z's 1 container container ZS
<a | = a | = Se

| Eledea ae i Elodea are Elodea ae

{ i :

Container A Container B Container C

| Placed at 55cm away | Placed.at35.cm away ; Placed at 15cm away

from the table lam from the table lam from the table lampshe recorded the number OF DuObies proauceG al 5 minutes interval for one
hour and plotted the graph below to show the results in container B.(5) Natasha added a few guppies inio container 8. She placed the container at 35
cm away from the table lamp as she had done previously and repeated the
experiment again.She observed that the number of bubbles produced by the elodea was more.
Explain her observation. (2m)",;TempImages/70.jpg;TempImages/69.jpg
37,37,38,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_38_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"i i Face Eyelids = Hair | Earlobes

Le Aston i Round ! Double: Curt i Detached

i Alice | Sharp: Single Straight : Detached )
. i Ash Sha i Single Gury i _ Attached

i Alison Sharp =} Double | ‘Straight Detached |(a} Based on the information above, what are the cormmon characteristics Alice
and Alison have inherited from their father? (1m)(b) Alison Is maiied and she has a young son. Draw. lines and symbols to
represent her husband and son in the family tree. (1m) / :",TempImages/72.jpg;TempImages/71.jpg
38,38,39,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_39_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"(b) Liquid Q is blue in colour as blue dye powder was added to it. However, the
liquid collected in container X was colourless. Explain why: (1m)",TempImages/74.jpg;TempImages/73.jpg
39,39,40,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_40_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"Substance A has a much lower melting point than substance B. Andy
would like to make object X using only substance A as shown below.empty container object XExpiain how he could create object A using the empty. container and the
set-up shown above. (2m)",TempImages/77.jpg;TempImages/76.jpg;TempImages/75.jpg
40,40,41,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_41_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"38. Raja created the following set-up. He wanted to find out how the different
table surfaces affects the distance moved by the box on the table.He repeated the experiment wih two oinfer surfaces and the same amount
of iron weights. He recorded the distance moved by the box on the table as
follows.(a) Tick(v) the correct columns in the table below in order for the experiment to
be a fair test. (im)(6) Which surface, P, Q or R, is best used to make the soles of shoes? Explain
your answer. (im)",;TempImages/80.jpg;TempImages/79.jpg;TempImages/78.jpg
41,41,42,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_42_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,39. Study the set-up shown below.,;TempImages/82.jpg;TempImages/81.jpg
42,42,45,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_45_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"(Cc) Based on the above results, state two properties of the material for object X.
(2m)When the burner was switched on, it heated up the air inside the balloon. The
hot air fills the balloon, causing it to rise.(a) If the hot air balloon is already in the air, what could Alan do It he would ske
the balloon to go higher up in the air? (1m) .Study the electrical system shown below. When the swiich is closed, the
nichrome wire, which is connected to the wires in the circuit, becomes hot
and soon, the piece of paper moved. .batteries circuit nichrome wire(d} Another similar experiment was created but only one battery was usec. VVul
the speed of the moving paper be different? Explain. (1m) *",;TempImages/83.jpg;TempImages/86.jpg;TempImages/85.jpg;TempImages/84.jpg;TempImages/87.jpg
43,43,50,images/P6_Science_SA2_2017_Red_Swastika_Exam_Papers/pg_50_P6_Science_SA2_2017_Red_Swastika_Exam_Papers.jpg,"41. Saily is going for a picnic. She packed the same type and amount of food.in
two different containers which are of the same size. The containers are made
of different materials and the covers remained closed once the food was put
in.After one hour, Sally checked on the tood and observed the results as
shown in the table below._ container A | container B
is the food still warm? Yes No(a) Based on the above information, state a possibie reason why the food in
container A is still warm but not container B. (4m)(b) Fishmongers keep fish fresh by storing them in containers filled with ice.
Based on the data from the table only, which container, A or B, is made of a
material which is less suitable for making the container to keep fish fresh?
Explain your answer. (2m).£) Sally observed that the surface of container A became wet. However, the .
surface of container B remained dry: What can be concluded about the
material used to make container A? (1m)ANSWER K Ry(29 (a) Decomposer929 (b) DecompositionO29 (c} ‘The simpler substances broken down by the decomposers acts as
fertilisers.O42? {0} Bung)Q30 (c) A contro} set-up allows her to compare and confirm that any
difference in the duration the flewers remain fresh is dué to the
: use of ‘simply fresh’? which is the only variable.(i) Water vapour is given out by the piants through the opening.
When the water vapour comes inte contact with the cooler
inner surface of the plastic bag, it loses heat and condenses to
form water droplets on the plastic bag.Q32 (b) :
BH
Bo
1S)
| Th]Q33 (a) | Behavioural |
BD - A,C(i) «=. Phe son reduces the amount of sunlight entering the water.
As a result, the plants photosynthesize less and produced less
oxygen.O34 (a) ContainerQ34 (b) Carbon dioxide is needed for paotosynthesis. Guppies breath out
carbon dioxide therefore when there is more carbon dioxide, the
plant would photosynthesise more. Producing more bubbles which
have oxygen in it.Ahscon’s sonQ36 (a) More water was collected in container X as the amount of water
yapours that lest heat and condensed on plate A is more. This
shows that plate A is a better conductor of heat than plate B.O36 (b) Only liquid can evaporate, solid ike the blue dye powder can't
therefore when liquid Q gained heat from the buasen burner and
evaporated it was colourless as the powder could not evaporate with
the liquid.Q37) Andy cenld on the heater’s temperature Delow substance B’s melting pomt
so when substance B melts finish, Andy could pour it away. Andy could
then put the empty container on standby so when substance A finish

. melting, it could pour it into the empty container.Q38 (a)
fmnateril ofthe tigbox [i
fmateril of thesurface | __-w ——~it| SSS
voQ38 (b) Surface Q. The distance moved by the box ts the least. i bere is the
most friction between the box and the surface and can prevent the
user from slipping.O39 (a) ~~ SeriesQ39 (b) When the cireuit is closed, the Iron rod became magnetised and
attracts the steel plate which is a magnetic materia}. This results in
the striker hitting the bell.Q39 (c} Property 1: Object'X isa non-magnetic material.
Property 2: Object Xisa coiiductor of electricity.O40 (c) When the nichrome wireis:keated, fhe air surrounding the wire ts
heated. Air expands when Keated and pushes the paper as the air
takes up more space.Q40 (d) Yes. There will be less electrical energy to heat the nichrome wire.
The surrounding air will expand less, reducing the speed of the
paper. -Q41 (a)  Container'A is made out of a poor conductor of heat and container
Bis made out of a good conductor of heat.Q41 (b) Container B. It allows more heat to flow from the surrounding air
to the container. The ice gains heat and melts more quickly. This
will not keep the fish fresh.",;TempImages/89.jpg;TempImages/88.jpg;TempImages/92.jpg;TempImages/91.jpg;TempImages/90.jpg;TempImages/93.jpg;TempImages/95.jpg;TempImages/94.jpg;TempImages/96.jpg
